Post,Sentiment,Breakup_Label,Upvotes,Downvotes,Comment_Count
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,347,95,28
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,101,92,52
"I feel like we're drifting apart, should I end things?",0.0,1,177,4,68
"I love him, and we are just going through a rough patch.",0.2,0,228,47,116
"I love him, and we are just going through a rough patch.",0.2,0,208,5,35
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,158,12,86
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,177,2,176
"I don't trust him anymore, I think the relationship is over.",0.0,1,445,89,173
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,309,90,132
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,4,88,14
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,485,75,172
"I love him, and we are just going through a rough patch.",0.2,0,165,21,15
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,62,68,53
"We had a disagreement, but I think we'll work things out.",0.0,0,475,77,53
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,19,73,46
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,105,91,52
"We had a disagreement, but I think we'll work things out.",0.0,0,72,4,196
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,276,99,20
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,458,2,4
"I know we had a fight, but we'll get through it together.",0.0,0,300,84,195
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,74,40,164
"I feel like we're drifting apart, should I end things?",0.0,1,106,63,83
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,265,16,158
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,394,0,142
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,351,46,118
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,207,32,193
"I don't trust him anymore, I think the relationship is over.",0.0,1,377,49,78
"I love him, and we are just going through a rough patch.",0.2,0,236,80,33
"I love him, and we are just going through a rough patch.",0.2,0,434,61,168
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,467,83,151
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,394,26,164
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,323,24,41
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,284,100,64
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,99,6,195
"We had a disagreement, but I think we'll work things out.",0.0,0,163,76,48
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,476,58,42
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,205,22,79
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,402,65,143
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,223,31,153
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,146,80,0
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,41,8,66
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,166,57,99
"I feel like we're drifting apart, should I end things?",0.0,1,337,12,105
"Things aren't perfect, but I'm willing to fix it.",0.625,0,444,94,183
"I know we had a fight, but we'll get through it together.",0.0,0,431,57,96
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,223,83,95
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,466,52,97
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,382,78,101
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,288,77,176
"I know we had a fight, but we'll get through it together.",0.0,0,298,53,70
"I don't trust him anymore, I think the relationship is over.",0.0,1,343,49,88
"We had a disagreement, but I think we'll work things out.",0.0,0,48,59,155
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,1,52,105
"We had a disagreement, but I think we'll work things out.",0.0,0,331,58,118
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,484,9,5
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,222,42,27
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,31,0,169
"I don't trust him anymore, I think the relationship is over.",0.0,1,217,70,82
"Things aren't perfect, but I'm willing to fix it.",0.625,0,212,8,179
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,263,16,136
"Things aren't perfect, but I'm willing to fix it.",0.625,0,90,88,142
"We had a disagreement, but I think we'll work things out.",0.0,0,172,26,82
"I know we had a fight, but we'll get through it together.",0.0,0,78,10,53
"Things aren't perfect, but I'm willing to fix it.",0.625,0,279,6,158
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,423,65,138
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,135,41,176
"I don't trust him anymore, I think the relationship is over.",0.0,1,149,30,135
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,188,100,187
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,213,53,171
"I love him, and we are just going through a rough patch.",0.2,0,82,61,197
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,245,87,165
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,267,5,34
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,226,82,189
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,405,86,140
"I love him, and we are just going through a rough patch.",0.2,0,233,34,82
"I know we had a fight, but we'll get through it together.",0.0,0,94,2,11
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,127,55,24
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,403,20,116
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,429,26,24
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,243,18,121
"I know we had a fight, but we'll get through it together.",0.0,0,185,18,40
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,253,45,5
"I love him, and we are just going through a rough patch.",0.2,0,129,33,73
"I feel like we're drifting apart, should I end things?",0.0,1,348,90,196
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,283,82,60
"I feel like we're drifting apart, should I end things?",0.0,1,74,83,4
"I know we had a fight, but we'll get through it together.",0.0,0,303,89,13
"I don't trust him anymore, I think the relationship is over.",0.0,1,195,29,46
"Things aren't perfect, but I'm willing to fix it.",0.625,0,339,47,9
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,424,37,33
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,480,88,31
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,495,60,91
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,301,85,27
"I love him, and we are just going through a rough patch.",0.2,0,308,95,152
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,281,52,35
"We had a disagreement, but I think we'll work things out.",0.0,0,451,82,174
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,411,75,11
"I feel like we're drifting apart, should I end things?",0.0,1,180,44,175
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,147,96,59
"I don't trust him anymore, I think the relationship is over.",0.0,1,185,87,141
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,449,63,75
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,270,56,71
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,419,79,136
"Things aren't perfect, but I'm willing to fix it.",0.625,0,364,47,18
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,348,15,23
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,315,5,178
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,162,63,87
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,206,72,166
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,153,72,13
"We had a disagreement, but I think we'll work things out.",0.0,0,267,39,41
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,122,90,168
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,272,0,20
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,405,100,157
"I feel like we're drifting apart, should I end things?",0.0,1,78,65,33
"I know we had a fight, but we'll get through it together.",0.0,0,87,84,189
"I don't trust him anymore, I think the relationship is over.",0.0,1,65,81,41
"We had a disagreement, but I think we'll work things out.",0.0,0,250,62,18
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,47,88,186
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,273,8,144
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,493,78,192
"We had a disagreement, but I think we'll work things out.",0.0,0,20,100,188
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,309,27,35
"Things aren't perfect, but I'm willing to fix it.",0.625,0,11,63,150
"I don't trust him anymore, I think the relationship is over.",0.0,1,152,51,95
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,293,72,149
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,269,50,3
"I love him, and we are just going through a rough patch.",0.2,0,379,68,119
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,184,42,35
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,57,13,59
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,276,30,6
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,205,86,2
"I feel like we're drifting apart, should I end things?",0.0,1,161,27,188
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,267,99,48
"I don't trust him anymore, I think the relationship is over.",0.0,1,159,15,23
"I know we had a fight, but we'll get through it together.",0.0,0,234,96,43
"I know we had a fight, but we'll get through it together.",0.0,0,210,79,95
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,190,40,193
"I feel like we're drifting apart, should I end things?",0.0,1,334,48,71
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,426,33,67
"I love him, and we are just going through a rough patch.",0.2,0,254,22,199
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,19,70,137
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,491,31,50
"I love him, and we are just going through a rough patch.",0.2,0,59,32,45
"We had a disagreement, but I think we'll work things out.",0.0,0,146,83,124
"I don't trust him anymore, I think the relationship is over.",0.0,1,358,21,52
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,384,55,100
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,75,68,70
"Things aren't perfect, but I'm willing to fix it.",0.625,0,26,92,139
"I don't trust him anymore, I think the relationship is over.",0.0,1,447,72,129
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,491,87,160
"I know we had a fight, but we'll get through it together.",0.0,0,42,67,37
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,338,83,31
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,373,64,94
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,476,98,111
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,425,0,28
"I know we had a fight, but we'll get through it together.",0.0,0,33,69,65
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,423,83,112
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,418,55,80
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,453,58,63
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,489,21,37
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,102,36,141
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,234,14,14
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,17,25,188
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,428,62,182
"We had a disagreement, but I think we'll work things out.",0.0,0,187,46,124
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,159,41,99
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,31,51,200
"Things aren't perfect, but I'm willing to fix it.",0.625,0,433,17,68
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,465,0,159
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,123,32,68
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,132,50,67
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,460,47,121
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,356,27,75
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,231,24,3
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,311,92,114
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,419,34,90
"We had a disagreement, but I think we'll work things out.",0.0,0,26,23,198
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,248,13,157
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,80,97,38
"We had a disagreement, but I think we'll work things out.",0.0,0,70,13,81
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,100,5,0
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,131,4,164
"I know we had a fight, but we'll get through it together.",0.0,0,332,89,16
"I love him, and we are just going through a rough patch.",0.2,0,241,15,8
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,115,90,83
"I love him, and we are just going through a rough patch.",0.2,0,362,83,146
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,333,36,26
"I don't trust him anymore, I think the relationship is over.",0.0,1,77,66,116
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,103,17,124
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,70,61,130
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,56,53,73
"I don't trust him anymore, I think the relationship is over.",0.0,1,222,44,129
"I don't trust him anymore, I think the relationship is over.",0.0,1,463,73,33
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,364,0,122
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,446,30,43
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,421,44,163
"We had a disagreement, but I think we'll work things out.",0.0,0,462,54,87
"I know we had a fight, but we'll get through it together.",0.0,0,213,53,23
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,165,73,34
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,441,30,198
"I know we had a fight, but we'll get through it together.",0.0,0,11,35,30
"I don't trust him anymore, I think the relationship is over.",0.0,1,377,24,124
"I don't trust him anymore, I think the relationship is over.",0.0,1,466,7,55
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,459,19,56
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,265,43,100
"I feel like we're drifting apart, should I end things?",0.0,1,375,27,197
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,143,13,99
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,279,31,70
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,103,4,26
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,257,48,129
"Things aren't perfect, but I'm willing to fix it.",0.625,0,400,82,63
"Things aren't perfect, but I'm willing to fix it.",0.625,0,417,37,131
"We had a disagreement, but I think we'll work things out.",0.0,0,266,36,131
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,16,21,43
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,107,28,129
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,178,53,128
"I feel like we're drifting apart, should I end things?",0.0,1,7,13,72
"We had a disagreement, but I think we'll work things out.",0.0,0,434,4,116
"I don't trust him anymore, I think the relationship is over.",0.0,1,27,95,152
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,313,22,28
"I feel like we're drifting apart, should I end things?",0.0,1,396,94,92
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,214,3,178
"We had a disagreement, but I think we'll work things out.",0.0,0,69,68,59
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,312,6,193
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,415,1,40
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,250,17,145
"Things aren't perfect, but I'm willing to fix it.",0.625,0,498,41,10
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,360,54,25
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,400,88,18
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,316,74,75
"Things aren't perfect, but I'm willing to fix it.",0.625,0,78,92,126
"I love him, and we are just going through a rough patch.",0.2,0,45,87,158
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,51,53,76
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,348,88,14
"I love him, and we are just going through a rough patch.",0.2,0,409,95,151
"I love him, and we are just going through a rough patch.",0.2,0,383,24,183
"I don't trust him anymore, I think the relationship is over.",0.0,1,335,27,61
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,55,65,38
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,401,68,4
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,413,18,194
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,139,62,69
"Things aren't perfect, but I'm willing to fix it.",0.625,0,120,60,195
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,383,61,13
"I feel like we're drifting apart, should I end things?",0.0,1,282,97,120
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,107,73,20
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,55,6,173
"We had a disagreement, but I think we'll work things out.",0.0,0,342,49,51
"I feel like we're drifting apart, should I end things?",0.0,1,457,7,14
"I know we had a fight, but we'll get through it together.",0.0,0,483,43,77
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,240,81,51
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,327,6,156
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,52,56,189
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,14,37,61
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,216,27,73
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,218,39,110
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,40,21,100
"I feel like we're drifting apart, should I end things?",0.0,1,25,81,42
"We had a disagreement, but I think we'll work things out.",0.0,0,20,17,16
"I love him, and we are just going through a rough patch.",0.2,0,389,11,74
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,455,73,95
"Things aren't perfect, but I'm willing to fix it.",0.625,0,355,82,173
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,55,83,152
"I know we had a fight, but we'll get through it together.",0.0,0,212,28,148
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,286,85,16
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,305,22,89
"I know we had a fight, but we'll get through it together.",0.0,0,163,52,46
"I love him, and we are just going through a rough patch.",0.2,0,335,14,68
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,188,92,8
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,478,56,72
"I feel like we're drifting apart, should I end things?",0.0,1,243,12,84
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,417,78,90
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,409,45,142
"I don't trust him anymore, I think the relationship is over.",0.0,1,384,4,146
"Things aren't perfect, but I'm willing to fix it.",0.625,0,240,22,112
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,128,6,69
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,309,96,109
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,193,14,0
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,440,76,185
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,129,34,155
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,448,46,14
"I feel like we're drifting apart, should I end things?",0.0,1,54,41,124
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,428,15,133
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,240,62,176
"Things aren't perfect, but I'm willing to fix it.",0.625,0,8,97,141
"Things aren't perfect, but I'm willing to fix it.",0.625,0,276,62,141
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,333,77,121
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,246,94,199
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,308,87,32
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,326,93,159
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,299,31,50
"I don't trust him anymore, I think the relationship is over.",0.0,1,68,32,62
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,30,92,190
"I don't trust him anymore, I think the relationship is over.",0.0,1,436,85,114
"We had a disagreement, but I think we'll work things out.",0.0,0,309,91,113
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,455,6,128
"We had a disagreement, but I think we'll work things out.",0.0,0,230,87,45
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,67,90,193
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,285,41,35
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,491,4,83
"I know we had a fight, but we'll get through it together.",0.0,0,221,69,84
"I love him, and we are just going through a rough patch.",0.2,0,436,27,48
"I love him, and we are just going through a rough patch.",0.2,0,240,0,48
"I don't trust him anymore, I think the relationship is over.",0.0,1,475,35,61
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,485,46,130
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,43,71,40
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,420,42,37
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,184,10,55
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,460,31,157
"I know we had a fight, but we'll get through it together.",0.0,0,160,18,54
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,96,8,61
"I love him, and we are just going through a rough patch.",0.2,0,27,1,42
"I feel like we're drifting apart, should I end things?",0.0,1,40,26,138
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,71,98,119
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,285,73,90
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,464,17,11
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,115,87,69
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,184,42,153
"Things aren't perfect, but I'm willing to fix it.",0.625,0,338,26,11
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,296,55,68
"I don't trust him anymore, I think the relationship is over.",0.0,1,13,59,18
"I feel like we're drifting apart, should I end things?",0.0,1,375,1,158
"We had a disagreement, but I think we'll work things out.",0.0,0,220,43,75
"I don't trust him anymore, I think the relationship is over.",0.0,1,276,99,57
"Things aren't perfect, but I'm willing to fix it.",0.625,0,66,8,83
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,291,59,187
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,3,94,141
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,383,51,23
"I feel like we're drifting apart, should I end things?",0.0,1,316,36,172
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,281,52,137
"Things aren't perfect, but I'm willing to fix it.",0.625,0,25,58,70
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,15,3,146
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,454,80,131
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,189,90,198
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,243,21,163
"I feel like we're drifting apart, should I end things?",0.0,1,436,8,61
"I love him, and we are just going through a rough patch.",0.2,0,305,87,65
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,157,91,110
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,41,42,165
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,245,10,150
"Things aren't perfect, but I'm willing to fix it.",0.625,0,212,43,87
"I know we had a fight, but we'll get through it together.",0.0,0,308,9,40
"I feel like we're drifting apart, should I end things?",0.0,1,307,62,8
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,59,24,60
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,402,15,9
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,329,35,88
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,420,20,110
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,60,83,21
"I don't trust him anymore, I think the relationship is over.",0.0,1,34,51,56
"I don't trust him anymore, I think the relationship is over.",0.0,1,71,17,119
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,238,24,112
"We had a disagreement, but I think we'll work things out.",0.0,0,236,12,48
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,91,84,147
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,393,52,184
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,71,19,96
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,165,0,122
"I know we had a fight, but we'll get through it together.",0.0,0,462,77,189
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,37,1,30
"I feel like we're drifting apart, should I end things?",0.0,1,206,21,161
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,446,79,10
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,0,49,191
"I know we had a fight, but we'll get through it together.",0.0,0,286,31,23
"I feel like we're drifting apart, should I end things?",0.0,1,234,39,154
"I feel like we're drifting apart, should I end things?",0.0,1,346,36,140
"I feel like we're drifting apart, should I end things?",0.0,1,324,89,49
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,451,34,41
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,157,8,135
"I feel like we're drifting apart, should I end things?",0.0,1,263,63,119
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,346,67,182
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,50,100,139
"I don't trust him anymore, I think the relationship is over.",0.0,1,442,66,168
"We had a disagreement, but I think we'll work things out.",0.0,0,256,27,139
"I love him, and we are just going through a rough patch.",0.2,0,356,52,110
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,62,64,79
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,258,46,40
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,386,19,77
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,158,23,24
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,492,72,75
"We had a disagreement, but I think we'll work things out.",0.0,0,486,24,157
"I feel like we're drifting apart, should I end things?",0.0,1,350,0,138
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,200,90,86
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,155,74,4
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,411,100,171
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,130,6,61
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,247,2,32
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,245,61,18
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,384,30,169
"I love him, and we are just going through a rough patch.",0.2,0,114,67,64
